year,GEOID,NAME,B25001_001E,B25002_003E,B25032_001E,B25032_013E,B25008_003E,B25119_003E,B25037_003E,B25039_003E,B25064_001E,B25071_001E,B25013_011E,B25003H_003E,B25003B_003E,B25003D_003E,B25003I_003E,B17017_001E,B17017_002E
2015,36047069602,"Census Tract 696.02, Kings County, New York",2353,168,2185,759,1946,46563,1980,2006,1339,28.5,218,395,226,6,164,2185,225
2016,36047069602,"Census Tract 696.02, Kings County, New York",2324,122,2202,730,1781,45776,1979,2007,1359,29.4,221,413,183,8,159,2202,233
2017,36047069602,"Census Tract 696.02, Kings County, New York",2351,132,2219,710,1945,60929,1978,2008,1474,28.5,201,460,131,8,146,2219,218
2018,36047069602,"Census Tract 696.02, Kings County, New York",2359,214,2145,593,1520,49440,1980,2008,1338,32.7,135,392,36,17,148,2145,247
2019,36047069602,"Census Tract 696.02, Kings County, New York",2311,175,2136,558,1533,37583,1979,2008,1339,41.8,115,385,0,41,132,2136,276
2020,36047069602,"Census Tract 696.02, Kings County, New York",2252,187,2065,450,1069,22262,1966,2008,1360,51,139,348,21,25,77,2065,196
2012,36047069800,"Census Tract 698, Kings County, New York",489,22,467,74,164,16250,1963,2005,1778,50,6,74,0,0,0,467,81
2013,36047069800,"Census Tract 698, Kings County, New York",501,0,501,117,224,38250,1965,2008,1647,50,36,110,0,0,7,501,85
2014,36047069800,"Census Tract 698, Kings County, New York",516,24,492,132,223,19135,1969,2011,1227,50,55,121,0,5,6,492,58
2015,36047069800,"Census Tract 698, Kings County, New York",519,25,494,145,328,35568,1983,2011,1596,50,73,126,0,11,8,494,41
2016,36047069800,"Census Tract 698, Kings County, New York",517,39,478,129,323,44250,1965,2012,1520,40.5,81,112,0,11,6,478,13
2017,36047069800,"Census Tract 698, Kings County, New York",517,39,478,120,291,41000,1968,2012,1529,45,70,101,0,12,7,478,14
2018,36047069800,"Census Tract 698, Kings County, New York",496,33,463,84,253,79500,1956,2013,1750,33.5,39,70,0,14,0,463,0
2019,36047069800,"Census Tract 698, Kings County, New York",480,31,449,47,152,84107,1964,2015,2115,24.6,21,42,0,5,0,449,0
2020,36047069800,"Census Tract 698, Kings County, New York",470,48,422,22,40,115208,0,2016,NA,NA,5,22,0,0,0,422,0
2012,36047070000,"Census Tract 700, Kings County, New York",680,36,644,187,479,80938,1958,2003,1486,26.6,35,187,0,0,0,644,12
2013,36047070000,"Census Tract 700, Kings County, New York",668,0,668,198,436,59375,1958,2004,1295,30,10,180,0,0,18,668,8
2014,36047070000,"Census Tract 700, Kings County, New York",672,0,672,249,549,58750,1958,2005,1349,32.6,12,215,13,0,21,672,27
2015,36047070000,"Census Tract 700, Kings County, New York",678,0,678,268,550,43542,1963,2008,1330,35.4,53,232,14,0,22,678,30
2016,36047070000,"Census Tract 700, Kings County, New York",671,0,671,261,594,45329,1961,2010,1480,42.4,61,225,14,0,22,671,44
2017,36047070000,"Census Tract 700, Kings County, New York",649,14,635,238,535,46136,1963,2011,1492,38.4,75,200,15,0,23,635,37
2018,36047070000,"Census Tract 700, Kings County, New York",646,18,628,256,565,46538,1963,2012,1685,34.7,73,234,22,0,0,628,47
2019,36047070000,"Census Tract 700, Kings County, New York",629,19,610,215,473,63125,1966,2013,1789,27.8,96,208,7,0,7,610,39
2020,36047070000,"Census Tract 700, Kings County, New York",724,51,673,341,536,49813,1964,2013,1521,32.5,76,256,67,0,27,673,46
2012,36047070201,"Census Tract 702.01, Kings County, New York",2468,113,2355,595,1492,47301,1963,2005,1448,39.8,251,579,0,0,16,2355,171
2013,36047070201,"Census Tract 702.01, Kings County, New York",2472,137,2335,529,1269,45710,1963,2005,1548,50,200,515,0,0,14,2335,226
2014,36047070201,"Census Tract 702.01, Kings County, New York",2514,172,2342,567,1157,34263,1964,2006,1447,50,216,552,0,0,15,2342,299
2015,36047070201,"Census Tract 702.01, Kings County, New York",2534,226,2308,567,1227,33381,1964,2006,1527,50,182,539,0,0,28,2308,246
2016,36047070201,"Census Tract 702.01, Kings County, New York",2532,200,2332,476,941,40515,1963,2007,1408,50,177,458,0,0,18,2332,223
2017,36047070201,"Census Tract 702.01, Kings County, New York",2617,315,2302,386,683,NA,1962,2006,1452,50,159,349,0,0,37,2302,213
2018,36047070201,"Census Tract 702.01, Kings County, New York",2575,284,2291,364,708,NA,1964,2005,1658,51,136,322,0,0,42,2291,153
2019,36047070201,"Census Tract 702.01, Kings County, New York",2564,240,2324,332,830,54500,1965,2005,2115,49.8,95,291,0,0,41,2324,100
2020,36047070201,"Census Tract 702.01, Kings County, New York",2361,147,2214,315,850,53750,1965,2014,1814,33.2,139,274,0,0,22,2214,58
2012,36047070202,"Census Tract 702.02, Kings County, New York",27,0,27,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,27,27
2013,36047070202,"Census Tract 702.02, Kings County, New York",27,0,27,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,27,27
2014,36047070202,"Census Tract 702.02, Kings County, New York",3,0,3,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,3,0
2015,36047070202,"Census Tract 702.02, Kings County, New York",3,0,3,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,3,0
2016,36047070202,"Census Tract 702.02, Kings County, New York",4,0,4,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,4,0
2017,36047070202,"Census Tract 702.02, Kings County, New York",8,0,8,4,8,NA,NA,NA,NA,NA,4,4,0,0,0,8,0
2018,36047070202,"Census Tract 702.02, Kings County, New York",8,0,8,4,8,NA,NA,NA,NA,NA,4,4,0,0,0,8,0
2019,36047070202,"Census Tract 702.02, Kings County, New York",4,0,4,4,8,NA,NA,NA,NA,NA,4,4,0,0,0,4,0
2020,36047070202,"Census Tract 702.02, Kings County, New York",13,0,13,13,26,NA,NA,NA,NA,NA,13,13,0,0,0,13,0
2012,36047070203,"Census Tract 702.03, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2013,36047070203,"Census Tract 702.03, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2014,36047070203,"Census Tract 702.03, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2015,36047070203,"Census Tract 702.03, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2016,36047070203,"Census Tract 702.03, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2017,36047070203,"Census Tract 702.03, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2018,36047070203,"Census Tract 702.03, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2019,36047070203,"Census Tract 702.03, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2020,36047070203,"Census Tract 702.03, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2012,36047070600,"Census Tract 706, Kings County, New York",1068,57,1011,180,343,57344,1972,2004,1308,30.7,20,164,0,0,16,1011,0
2013,36047070600,"Census Tract 706, Kings County, New York",1072,41,1031,176,354,70714,1974,2006,1448,30.5,28,159,0,0,17,1031,6
2014,36047070600,"Census Tract 706, Kings County, New York",1063,45,1018,134,265,72143,1976,2008,1929,31.4,37,115,0,0,19,1018,13
2015,36047070600,"Census Tract 706, Kings County, New York",1061,41,1020,165,351,58698,1975,2008,1817,33.1,45,131,10,0,24,1020,14
2016,36047070600,"Census Tract 706, Kings County, New York",1028,56,972,137,267,54875,1974,2009,2142,32.6,50,125,12,0,0,972,34
2017,36047070600,"Census Tract 706, Kings County, New York",1040,84,956,170,488,65682,1969,2011,2288,32.5,96,125,45,0,0,956,43
2018,36047070600,"Census Tract 706, Kings County, New York",1035,70,965,180,590,67045,1967,2010,2226,26.1,80,136,44,0,0,965,43
2019,36047070600,"Census Tract 706, Kings County, New York",1047,100,947,204,673,NA,1968,2009,2229,23.1,92,153,51,0,0,947,57
2020,36047070601,"Census Tract 706.01, Kings County, New York",1116,211,905,162,506,NA,1967,2010,2051,13.7,76,129,32,0,0,905,83
2020,36047070602,"Census Tract 706.02, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2012,36047072000,"Census Tract 720, Kings County, New York",704,44,660,349,1048,60694,1965,2003,1496,29.7,115,15,322,12,16,660,82
2013,36047072000,"Census Tract 720, Kings County, New York",695,55,640,376,1252,62586,1965,2003,1583,32,108,16,348,12,7,640,65
2014,36047072000,"Census Tract 720, Kings County, New York",697,55,642,370,1246,42315,1964,2004,1612,35.9,99,15,343,12,11,642,78
2015,36047072000,"Census Tract 720, Kings County, New York",677,67,610,361,1177,65417,1960,2007,1674,34.3,125,16,320,25,13,610,48
2016,36047072000,"Census Tract 720, Kings County, New York",699,63,636,403,1324,49375,1959,2008,1619,34.6,112,20,331,23,33,636,74
2017,36047072000,"Census Tract 720, Kings County, New York",716,53,663,407,1367,72875,1957,2010,1762,25,148,6,361,14,14,663,73
2018,36047072000,"Census Tract 720, Kings County, New York",717,56,661,437,1491,89279,1958,2011,1742,19.7,166,18,380,14,31,661,68
2019,36047072000,"Census Tract 720, Kings County, New York",734,90,644,462,1529,69423,1959,2012,1784,26.3,160,18,402,17,26,644,89
2020,36047072000,"Census Tract 720, Kings County, New York",709,63,646,401,1316,64955,1962,2012,1793,29.8,132,17,337,15,27,646,113
2012,36047072200,"Census Tract 722, Kings County, New York",1097,100,997,285,771,56902,1956,2001,1311,28,48,0,285,0,21,997,57
2013,36047072200,"Census Tract 722, Kings County, New York",1100,104,996,295,821,47969,1956,2002,1368,32.3,32,5,290,0,11,996,81
2014,36047072200,"Census Tract 722, Kings County, New York",1081,97,984,304,919,40357,1956,2004,1401,40.7,48,4,300,0,25,984,76
2015,36047072200,"Census Tract 722, Kings County, New York",1056,92,964,292,842,45000,1957,2005,1334,30,50,6,286,0,18,964,93
2016,36047072200,"Census Tract 722, Kings County, New York",1054,62,992,275,737,38009,1955,2009,1318,50,105,8,263,4,21,992,74
2017,36047072200,"Census Tract 722, Kings County, New York",1044,51,993,305,989,51563,1955,2008,1405,35.5,96,8,293,4,15,993,92
2018,36047072200,"Census Tract 722, Kings County, New York",1021,56,965,280,905,51667,1951,2007,1422,29.9,95,0,253,4,9,965,58
2019,36047072200,"Census Tract 722, Kings County, New York",1033,60,973,309,952,62417,1953,2011,1475,28,81,0,276,4,20,973,44
2020,36047072200,"Census Tract 722, Kings County, New York",1100,96,1004,329,1032,42232,1953,2012,1597,31.1,94,0,265,4,22,1004,83
2012,36047072400,"Census Tract 724, Kings County, New York",758,120,638,236,808,71500,1947,1998,1585,26,88,0,236,0,0,638,33
2013,36047072400,"Census Tract 724, Kings County, New York",721,94,627,253,853,78750,1949,2001,1507,23.5,96,5,248,0,0,627,32
2014,36047072400,"Census Tract 724, Kings County, New York",704,92,612,247,873,71779,1952,2003,1517,23.4,68,5,242,0,0,612,18
2015,36047072400,"Census Tract 724, Kings County, New York",705,93,612,239,818,71607,1954,2005,1440,24.8,49,5,234,0,0,612,37
2016,36047072400,"Census Tract 724, Kings County, New York",693,83,610,234,735,72000,1954,2006,1429,23.7,43,6,228,0,0,610,31
2017,36047072400,"Census Tract 724, Kings County, New York",684,74,610,243,647,51146,1954,2009,1301,31,23,12,224,0,7,610,61
2018,36047072400,"Census Tract 724, Kings County, New York",717,66,651,234,629,56250,1953,2009,1276,29.1,31,6,222,0,6,651,68
2019,36047072400,"Census Tract 724, Kings County, New York",756,50,706,234,653,49038,1952,2010,1422,31.7,45,5,223,0,12,706,67
2020,36047072400,"Census Tract 724, Kings County, New York",798,33,765,267,590,50977,1957,2009,1322,27.7,87,5,257,0,10,765,55
2012,36047072600,"Census Tract 726, Kings County, New York",856,88,768,96,169,32419,1953,2006,1150,16.9,47,8,88,0,12,768,32
2013,36047072600,"Census Tract 726, Kings County, New York",838,67,771,110,213,34750,1951,2006,1179,18.8,45,10,100,0,12,771,31
2014,36047072600,"Census Tract 726, Kings County, New York",818,69,749,76,153,31607,1951,2006,1202,33.3,30,0,76,0,11,749,34
2015,36047072600,"Census Tract 726, Kings County, New York",772,71,701,87,178,31914,1952,2007,1250,32.7,41,0,87,0,11,701,33
2016,36047072600,"Census Tract 726, Kings County, New York",753,65,688,94,328,44615,1939,2008,1274,24.9,31,0,81,0,13,688,27
2017,36047072600,"Census Tract 726, Kings County, New York",734,80,654,72,297,58889,1939,2006,1300,24.1,20,0,57,0,15,654,0
2018,36047072600,"Census Tract 726, Kings County, New York",724,65,659,61,269,58750,1960,2004,1302,23.3,21,0,46,0,15,659,11
2019,36047072600,"Census Tract 726, Kings County, New York",718,54,664,61,293,NA,0,2005,1165,23.8,23,0,39,0,22,664,11
2020,36047072600,"Census Tract 726, Kings County, New York",711,61,650,59,308,45625,0,2004,1149,30.6,15,0,40,0,23,650,19
2012,36047072800,"Census Tract 728, Kings County, New York",1617,187,1430,440,984,41250,1960,2002,1074,31,49,108,313,0,34,1430,107
2013,36047072800,"Census Tract 728, Kings County, New York",1599,170,1429,428,997,41154,1961,2000,941,28.3,43,94,313,0,34,1429,128
2014,36047072800,"Census Tract 728, Kings County, New York",1588,164,1424,502,1231,38514,1961,1999,1060,37,80,106,386,0,5,1424,168
2015,36047072800,"Census Tract 728, Kings County, New York",1587,156,1431,459,1256,41174,1965,2003,1141,38.5,75,83,366,0,0,1431,87
2016,36047072800,"Census Tract 728, Kings County, New York",1592,148,1444,387,1016,40101,1964,2001,1237,38.4,78,59,328,0,0,1444,91
2017,36047072800,"Census Tract 728, Kings County, New York",1576,65,1511,450,1073,41731,1960,1999,1184,36.3,116,54,396,0,0,1511,144
2018,36047072800,"Census Tract 728, Kings County, New York",1577,56,1521,462,1028,49470,1957,2006,1359,36.1,120,49,413,0,0,1521,167
2019,36047072800,"Census Tract 728, Kings County, New York",1614,57,1557,413,910,71927,1959,2008,1367,23,137,43,370,0,0,1557,136
2020,36047072800,"Census Tract 728, Kings County, New York",1653,30,1623,420,902,80234,1959,2007,1521,21.5,186,18,329,31,0,1623,211
2012,36047073000,"Census Tract 730, Kings County, New York",836,28,808,197,437,35096,1950,2003,1107,33.1,67,40,128,0,29,808,30
2013,36047073000,"Census Tract 730, Kings County, New York",853,28,825,216,557,32813,1949,2004,1074,38.1,55,48,150,0,18,825,43
2014,36047073000,"Census Tract 730, Kings County, New York",847,27,820,204,490,33026,1951,2006,1174,41.9,34,32,155,0,17,820,41
2015,36047073000,"Census Tract 730, Kings County, New York",816,34,782,189,472,34219,1954,2006,1189,33.8,49,29,144,0,16,782,35
2016,36047073000,"Census Tract 730, Kings County, New York",799,55,744,162,529,64000,1959,2010,1619,29.4,38,6,147,0,9,744,25
2017,36047073000,"Census Tract 730, Kings County, New York",781,48,733,141,414,NA,1951,2007,1696,36,43,17,116,0,8,733,20
2018,36047073000,"Census Tract 730, Kings County, New York",788,47,741,138,345,67800,1949,2011,2009,36,59,10,110,0,6,741,6
2019,36047073000,"Census Tract 730, Kings County, New York",778,65,713,129,345,63542,1947,2010,2119,36.7,62,10,94,0,14,713,5
2020,36047073000,"Census Tract 730, Kings County, New York",806,11,795,159,482,67813,1947,2008,2134,38.6,73,11,105,0,29,795,3
2012,36047073200,"Census Tract 732, Kings County, New York",789,11,778,219,743,26971,1953,2008,1136,38,56,17,185,0,17,778,86
2013,36047073200,"Census Tract 732, Kings County, New York",849,22,827,267,916,45066,1946,2009,1165,35.7,60,15,229,0,23,827,89
2014,36047073200,"Census Tract 732, Kings County, New York",891,22,869,343,1158,42083,1946,2008,1202,36.1,75,24,286,7,26,869,100
2015,36047073200,"Census Tract 732, Kings County, New York",859,21,838,343,1088,46645,1939,2007,1141,28.8,68,10,295,11,11,838,82
2016,36047073200,"Census Tract 732, Kings County, New York",837,36,801,307,924,51902,1939,2003,1186,27,47,6,262,10,13,801,54
2017,36047073200,"Census Tract 732, Kings County, New York",820,27,793,370,1069,49512,1939,2005,1219,29,32,13,324,8,8,793,45
2018,36047073200,"Census Tract 732, Kings County, New York",824,29,795,371,904,40515,1942,2007,1240,42.8,32,11,318,21,7,795,91
2019,36047073200,"Census Tract 732, Kings County, New York",831,47,784,350,828,43750,0,2009,1205,42.6,61,6,319,5,7,784,91
2020,36047073200,"Census Tract 732, Kings County, New York",827,42,785,356,909,35735,0,2012,1230,49,67,21,320,7,14,785,105
2012,36047073400,"Census Tract 734, Kings County, New York",695,39,656,39,88,67321,1939,2003,1536,30.4,10,0,39,0,10,656,38
2013,36047073400,"Census Tract 734, Kings County, New York",700,54,646,56,108,68056,1939,1988,1234,23.1,32,11,45,0,11,646,24
2014,36047073400,"Census Tract 734, Kings County, New York",724,49,675,89,229,51641,1939,2000,1387,24.8,34,13,76,0,8,675,26
2015,36047073400,"Census Tract 734, Kings County, New York",710,42,668,72,193,51731,1939,2001,1395,24.7,26,11,61,0,6,668,35
2016,36047073400,"Census Tract 734, Kings County, New York",688,45,643,100,279,52237,1939,2003,1610,27,44,16,84,0,12,643,37
2017,36047073400,"Census Tract 734, Kings County, New York",682,69,613,127,383,54205,1939,2005,1500,24.7,40,14,101,0,18,613,31
2018,36047073400,"Census Tract 734, Kings County, New York",655,85,570,114,378,54911,0,2009,1396,25.2,36,9,93,0,19,570,17
2019,36047073400,"Census Tract 734, Kings County, New York",658,107,551,97,286,54063,0,2011,1330,26.9,38,10,66,0,27,551,28
2020,36047073400,"Census Tract 734, Kings County, New York",650,113,537,113,304,63958,0,2011,1258,24.6,39,11,81,0,29,537,14
2012,36047073600,"Census Tract 736, Kings County, New York",1317,64,1253,773,2051,33169,1943,2004,1141,39.5,113,70,564,99,50,1253,227
2013,36047073600,"Census Tract 736, Kings County, New York",1318,55,1263,809,2115,35855,1942,2003,1133,34.5,194,107,559,93,83,1263,247
2014,36047073600,"Census Tract 736, Kings County, New York",1335,62,1273,870,2417,32115,1939,2003,1166,34.4,222,95,586,90,155,1273,365
2015,36047073600,"Census Tract 736, Kings County, New York",1306,77,1229,829,2235,49028,1939,2005,1159,29.7,246,64,586,58,174,1229,260
2016,36047073600,"Census Tract 736, Kings County, New York",1312,77,1235,855,2199,48472,1939,2007,1122,26.7,242,81,573,46,221,1235,241
2017,36047073600,"Census Tract 736, Kings County, New York",1280,85,1195,773,2006,52260,1943,2006,1169,24.6,242,77,511,46,210,1195,217
2018,36047073600,"Census Tract 736, Kings County, New York",1295,88,1207,721,1891,39548,1942,2007,1338,36.6,145,77,467,52,155,1207,247
2019,36047073600,"Census Tract 736, Kings County, New York",1285,81,1204,686,1638,47600,1945,2007,1387,37.2,153,65,507,58,92,1204,163
2020,36047073600,"Census Tract 736, Kings County, New York",1256,53,1203,623,1621,48007,1951,2010,1392,41.9,134,50,496,57,33,1203,163
2012,36047073800,"Census Tract 738, Kings County, New York",1218,29,1189,549,1464,38385,1939,2001,1001,28.6,127,230,232,9,95,1189,128
2013,36047073800,"Census Tract 738, Kings County, New York",1215,25,1190,533,1352,40521,1939,2002,1078,27.2,139,130,314,8,109,1190,119
2014,36047073800,"Census Tract 738, Kings County, New York",1232,46,1186,554,1621,38250,1939,2001,1163,29.3,148,130,322,30,103,1186,177
2015,36047073800,"Census Tract 738, Kings County, New York",1283,63,1220,649,1825,38472,1939,2001,1172,29.4,204,105,435,46,119,1220,215
2016,36047073800,"Census Tract 738, Kings County, New York",1298,78,1220,598,1581,41667,1939,2003,1179,29.5,225,102,405,35,101,1220,213
2017,36047073800,"Census Tract 738, Kings County, New York",1290,87,1203,606,1891,44917,1939,2004,1346,30,233,89,388,51,115,1203,218
2018,36047073800,"Census Tract 738, Kings County, New York",1267,107,1160,647,2069,43073,0,2006,1471,37.3,284,133,358,70,118,1160,184
