address,county_fips,boroid,censustract,census_tract,geoid,geoid_nyp
649 ST LAWRENCE AVENUE,005,2,20,002000,36005002000,NA
7224 4TH AVENUE,047,3,66,006600,36047006600,36047006600
5 EAST 171ST STREET,005,2,223,022300,36005022300,36005022300
736 SCHNECTADY AVE,047,3,870,087000,36047087000,36047087000
8723 248TH STREET,081,4,1617,161700,36081161700,36081161700
317 PACIFIC STREET,047,3,43,004300,36047004300,36047004300
1299 LINCOLN PLACE,047,3,351,035100,36047035100,NA
1433 50TH STREET,047,3,236,023600,36047023600,36047023600
1175 FINDLAY AVENUE,005,2,175,017500,36005017500,36005017500
265 E 66TH STREET,061,1,118,011800,36061011800,36061011800
5355 EAST 130TH ST,NA,1,206,NA,36061020600,36061020600
2100 CRESTON AVENUE,005,2,23501,023501,36005023501,NA
1754 RICHMOND RD,085,5,11401,011401,36085011401,NA
252 BROOME STREET,061,1,18,001800,36061001800,36061001800
91 BOERUM STREET,047,3,505,050500,36047050500,36047050500
910 PROSPECT AVE,005,2,12901,012901,36005012901,NA
41 ELIZABETH STREET SUITE 701,061,1,41,004100,36061004100,36061004100
955 PACIFIC STREET,047,3,203,020300,36047020300,36047020300
1314 COMMONWEALTH AVENUE,005,2,76,007600,36005007600,36005007600
124 BRABANT ST,085,5,31901,031901,36085031901,NA
1238 SIMPSON STREET,005,2,125,012500,36005012500,36005012500
126 CASSIDY PLACE,085,5,81,008100,36085008100,36085008100
71 EAST 55 STREET,047,3,864,086400,36047086400,36047086400
337 18 STREET APT #1R,047,3,147,014700,36047014700,36047014700
10712 CROSSBAY BLVD,081,4,54,005400,36081005400,36081005400
14430 ROOSEVELT AVE,081,4,863,086300,36081086300,36081086300
1519 WEST 110TH STREET,NA,1,186,NA,36061018600,36061018600
2925 MATHEWS AVENUE,005,2,NA,034000,36005034000,NA
3006 LEWMAY RD,081,4,99802,099802,36081099802,NA
2957 PHILIP AVENUE,005,2,162,016200,36005016200,36005016200
1402 BROOKLYN AVENUE,047,3,782,078200,36047078200,36047078200
1012 E 86TH STREET BACK ROOM RIGHT,047,3,NA,099400,36047099400,NA
291 TAYLOR STREET APT 1ST FLOOR,085,5,NA,012500,36085012500,NA
3780 BRONX BOULEVARD,005,2,392,039200,36005039200,36005039200
1903 HOLLAND AVE,005,2,230,023000,36005023000,36005023000
275 WEST 96TH STREET,061,1,183,018300,36061018300,36061018300
927 EAST 45TH STREET,047,3,836,083600,36047083600,36047083600
2670 COLBY COURT,047,3,37402,037402,36047037402,NA
12054 222ND STREET,081,4,610,061000,36081061000,36081061000
960 GRAND CONCOURSE,005,2,18301,018301,36005018301,NA
265 LIVONIA AVENUE,047,3,912,091200,36047091200,36047091200
2609 BAINBRIDGE AVE,005,2,39901,039901,36005039901,NA
296 NEW LOTS AVENUE 3RD FLOOR,047,3,1130,113000,36047113000,36047113000
1390 5TH AVE,061,1,186,018600,36061018600,36061018600
1381 EAST NEW YORK AVENUE,047,3,361,036100,36047036100,36047036100
8750 111TH STREET,081,4,12601,012601,36081012601,NA
261 METROPOLITAN AVE,047,3,519,051900,36047051900,36047051900
1165 STANLEY AVENUE,047,3,1214,121400,36047121400,36047121400
11132 207 STREET TWO BEDROOM APARTMEN T WITH ADDITE OF THE ATTIC ON TH,081,4,NA,051600,36081051600,NA
409 WEST 48 STREET,061,1,127,012700,36061012700,36061012700
341 MADISON AVENUE,061,1,94,009400,36061009400,36061009400
2686 BAILEY AVENUE,005,2,269,026900,36005026900,36005026900
497 EAST 42ND STREET,047,3,838,083800,36047083800,36047083800
41 ESSEX STREET STORE A AT THE 1ST,061,1,NA,001600,36061001600,NA
3414 THIRD AVENUE,005,2,185,018500,36005018500,NA
994 EAST 180 STREET,005,2,361,036100,36005036100,36005036100
740 BEACH AVENUE,005,2,38,003800,36005003800,36005003800
200 WEST 111TH STREET,061,1,216,021600,36061021600,36061021600
3641 BRONXWOOD AVE,005,2,380,038000,36005038000,36005038000
11325 SEAVIEW AVENUE,047,3,105801,105801,36047105801,NA
2020 MONTEREY AVENUE,005,2,37504,037504,36005037504,NA
630 CONCORD AVENUE,005,2,73,007300,36005007300,36005007300
2595 BRIGGS AVENUE,005,2,39901,039901,36005039901,NA
335 BRADFORD STREET,047,3,1158,115800,36047115800,36047115800
270 WEST 38TH ST ROOM 1700,061,1,109,010900,36061010900,36061010900
216 ST MARYS AVE,085,5,36,003600,36085003600,36085003600
10620 SHORE FRONT PARKWAY,081,4,938,093800,36081093800,36081093800
149 EAST 31ST STREET,047,3,824,082400,36047082400,36047082400
3224 80 STREET,081,4,30903,030903,36081030903,NA
111 PUTNAM AVENUE,047,3,229,022900,36047022900,36047022900
2201 CATON AVENUE,047,3,NA,079602,36047079602,NA
11718 107TH AVENUE,081,4,106,010600,36081010600,36081010600
1117 ST MARKS AVENUE,047,3,309,030900,36047030900,36047030900
4355 WICKHAM AVENUE,005,2,436,043600,36005043600,36005043600
2180 TIEBOUT AVENUE,005,2,38302,038302,36005038302,NA
1392 FRANKLIN AVENUE,005,2,149,014900,36005014900,36005014900
118 SOUTH 3RD ST,047,3,551,055100,36047055100,36047055100
1585 TOWNSEND AVENUE,005,2,22702,022702,36005022702,NA
64 VAN SICKLEN ST APT# 2 FRONT,047,3,NA,041200,36047041200,NA
1400 GRAND CONCOURSE,005,2,225,022500,36005022500,36005022500
15325 110TH AVENUE,081,4,260,026000,36081026000,36081026000
719 WEST 180TH ST,061,1,265,026500,36061026500,36061026500
940 GRAND CONCOURSE,005,2,18301,018301,36005018301,NA
226 WEST TREMONT AVE,005,2,20502,020502,36005020502,NA
9027 149TH ST,081,4,240,024000,36081024000,36081024000
4761 BROADWAY STORE#16 STORE#17,061,1,NA,029500,36061029500,NA
315 EAST 102ND ST,061,1,164,016400,36061016400,36061016400
7312 153RD STREET,081,4,77908,077908,36081077908,NA
15308 109TH AVE,081,4,260,026000,36081026000,36081026000
1265 ST MARKS AVE,047,3,307,030700,36047030700,36047030700
146 EAST 78TH ST,061,1,140,014000,36061014000,36061014000
4501 BRONX BOULEVARD,005,2,414,041400,36005041400,36005041400
65 EAST 193RD STREET,005,2,401,040100,36005040100,36005040100
571 EAST 170TH STREET,005,2,149,014900,36005014900,36005014900
1737 66TH STREET,047,3,252,025200,36047025200,36047025200
8104 ROCKAWAY BEACH BLVD,081,4,94202,094202,36081094202,NA
55 WEST 82ND STREET,061,1,169,016900,36061016900,36061016900
40 WEST 135TH ST,061,1,212,021200,36061021200,36061021200
4310 48TH AVENUE,081,4,18501,018501,36081018501,NA
2280 BATHGATE AVENUE,005,2,385,038500,36005038500,36005038500
1230 RANDALL AVENUE,005,2,93,009300,36005009300,NA
2525 BATCHELDER STREET,047,3,626,062600,36047062600,36047062600
14133 PERSHING CRESCENT 1ST FLR,081,4,NA,022002,36081022002,NA
9715 HORACE HARDING EXPRESSWAY LOT U SPACE #3 OFCOLUMBIA BUILDING,081,4,NA,045500,36081045500,NA
1666 STEPHEN STREET,081,4,555,055500,36081055500,36081055500
2450 GUNTHER AVENUE,005,2,310,031000,36005031000,36005031000
1022 HOE AVENUE,005,2,119,011900,36005011900,36005011900
120 SCRIBNER AVE,085,5,11,001100,36085001100,36085001100
1361 COLLEGE AVENUE,005,2,17702,017702,36005017702,NA
36 MARISA CIRCLE RIGHT SIDE ENTRANCE,085,5,NA,020803,36085020803,NA
4524 BARNES AVENUE,005,2,436,043600,36005043600,36005043600
2550 22ND STREET,081,4,69,006900,36081006900,36081006900
14956 116TH STREET 2ND FLOOR,081,4,84601,084601,36081084601,NA
307 W 93RD ST,061,1,179,017900,36061017900,36061017900
1730 PITKIN AVENUE,047,3,906,090600,36047090600,36047090600
7 BROADWAY TERRACE,NA,1,NA,NA,NA,NA
2065 HENDRICKSON ST,047,3,662,066200,36047066200,36047066200
115 OCEAN AVENUE,047,3,79802,079802,36047079802,NA
1862 LEXINGTON AVE,061,1,182,018200,36061018200,36061018200
600 WEST 163RD ST,061,1,245,024500,36061024500,36061024500
11025 172ND STREET,081,4,434,043400,36081043400,36081043400
2035 BELMONT AVENUE,005,2,373,037300,36005037300,36005037300
98 THAYER STREET,061,1,287,028700,36061028700,36061028700
1019 HANCOCK STREET,047,3,397,039700,36047039700,36047039700
1072 DECATUR STREET,047,3,403,040300,36047040300,36047040300
308 WEST 93RD STREET,061,1,179,017900,36061017900,36061017900
451 KINGSTON AVENUE APT 14F,047,3,331,033100,36047033100,36047033100
4840 BROADWAY AKA 48 42 BROADWAY,061,1,291,029100,36061029100,36061029100
1367 EASTERN PARKWAY,047,3,359,035900,36047035900,36047035900
2400 SECOND AVE,061,1,194,019400,36061019400,36061019400
229 CROMWELL AVELEFT SIDE,085,5,NA,009602,36085009602,NA
946 COLLEGE AVENUE,005,2,173,017300,36005017300,36005017300
424 BEACH 46TH STREET,081,4,97203,097203,36081097203,NA
114 EAST 122 STREET,061,1,196,019600,36061019600,36061019600
102 MACON STREET,047,3,249,024900,36047024900,36047024900
259 WEST 138TH STREET,061,1,230,023000,36061023000,36061023000
1887 AMSTERDAM AVENUE,061,1,23501,023501,36061023501,NA
3336 WICKHAM AVENUE,005,2,358,035800,36005035800,36005035800
17404 127TH AVENUE,081,4,33401,033401,36081033401,NA
1177 EAST 59TH STREET,047,3,692,069200,36047069200,36047069200
4013 AVENUE J FLOOR 2REAR,047,3,734,073400,36047073400,36047073400
1256 BOYNTON AVENUE,005,2,54,005400,36005005400,36005005400
205 10TH AVENUE,061,1,99,009900,36061009900,NA
1450 CLAY AVENUE,005,2,17702,017702,36005017702,NA
807 E 170TH STREET,005,2,153,015300,36005015300,36005015300
1562 GREENE AVEALL ROOMS APT NO 2,047,3,NA,044100,36047044100,NA
9406 34TH AVENUE,081,4,273,027300,36081027300,NA
270 CROWN STREET,047,3,321,032100,36047032100,36047032100
2456 96TH STREET,NA,4,357,NA,36081035700,36081035700
1855 MONROE AVE,005,2,23302,023302,36005023302,NA
10559 FLATLANDS 4TH STREET RM 1 REAR,047,3,NA,101600,36047101600,NA
377 EAST 153RD STREET,005,2,67,006700,36005006700,36005006700
2607 JEROME AVENUE,005,2,265,026500,36005026500,36005026500
3150 KINGSBRIDGE AVE,005,2,289,028900,36005028900,36005028900
435 NEPTUNE AVENUE,047,3,35601,035601,36047035601,NA
11940 UNION TPKE,081,4,773,077300,36081077300,36081077300
408 E 138TH STREET,005,2,25,002500,36005002500,36005002500
1460 GRAND CONCOURSE,005,2,225,022500,36005022500,36005022500
6807 59TH DRIVE,081,4,66701,066701,36081066701,NA
990992 ST NICHOLAS AVE,NA,1,24301,NA,NA,NA
1981 SEDGWICK AVENUE,005,2,247,024700,36005024700,36005024700
2230 TIEBOUT AVENUE,005,2,38302,038302,36005038302,NA
4219 18 AVENUE,047,3,480,048000,36047048000,36047048000
708 ASHFORD STREET 1ST FLOOR BASEMENT,047,3,NA,112200,36047112200,NA
205 EAST 52ND STREET,047,3,868,086800,36047086800,36047086800
331 SARATOGA AVENUE,047,3,303,030300,36047030300,36047030300
838 E 219TH ST,005,2,390,039000,36005039000,36005039000
14753 72ND DRIVE,081,4,77907,077907,36081077907,NA
37 SHEFFIELD AVENUE,047,3,1198,119800,36047119800,36047119800
700 WEST 176TH ST,061,1,263,026300,36061026300,36061026300
8717 LIBERTY AVESTORE,081,4,NA,005400,36081005400,NA
666A ELTON STREET 2ND FLRAPT,047,3,NA,112000,36047112000,NA
706 SENECA AVENUE,081,4,549,054900,36081054900,36081054900
2541 AQUEDUCT AVENUE WEST,005,2,265,026500,36005026500,36005026500
8400 SHORE FRONT PARKWAY,081,4,94203,094203,36081094203,NA
1435 BAY RIDGE AVE,047,3,190,019000,36047019000,36047019000
4324 204 STREET ENTIRE HOUSE,081,4,NA,146300,36081146300,NA
935 EAST 163RD STREET,005,2,87,008700,36005008700,36005008700
899 WESTCHESTER AVFIRST FLOOR,NA,2,NA,NA,NA,NA
1146 44TH DR,081,4,7,000700,36081000700,NA
925 TOMKINS AVENUE,085,5,NA,000800,36085000800,NA
4308 BROADWAY,061,1,271,027100,36061027100,36061027100
437 ROGERS AVENUE BASEMENT,047,3,NA,080000,36047080000,NA
9915 203 STREET,081,4,510,051000,36081051000,36081051000
401 EAST 110TH STREET,061,1,162,016200,36061016200,36061016200
1250 MORRIS AVENUE,005,2,17701,017701,36005017701,NA
282 ALEXANDER AVENUE,005,2,39,003900,36005003900,36005003900
15161 12TH AVENUE,081,4,987,098700,36081098700,36081098700
116 GOODWIN AVEA/K/A 158 WESTCOTT B,NA,5,151,NA,36085015100,36085015100
389 ADAMS AVE,085,5,11201,011201,36085011201,NA
134 E 22ND STREET,061,1,68,006800,36061006800,36061006800
11B TROUTMAN STREET,047,3,389,038900,36047038900,36047038900
3005 30TH AVENUE,081,4,71,007100,36081007100,36081007100
351 WEST 44TH STREET,061,1,121,012100,36061012100,NA
308 LENOX AVENUE,061,1,200,020000,36061020000,36061020000
1530 TOWNSEND AVENUE,005,2,209,020900,36005020900,36005020900
6561 PARSONS BLVD,081,4,122701,122701,36081122701,NA
1807 ARCHER STREET,005,2,218,021800,36005021800,36005021800
681 GRANDVIEW AVENUE AKA 6610 FOREST AVE,081,4,589,058900,36081058900,36081058900
1280 EAST 18TH ST,047,3,538,053800,36047053800,36047053800
572574 GREENE AVENUE,NA,3,263,NA,36047026300,36047026300
7030 57TH DRIVE,081,4,49302,049302,36081049302,NA
2040 BRUCKNER BOULEV,005,2,NA,009800,36005009800,NA
3437 100TH STREET SECOND FLOOR APT,081,4,NA,037700,36081037700,NA
1218 EAST 55TH ST,047,3,678,067800,36047067800,36047067800
9301 ELDERT LANE 2ND FL APT,081,4,NA,000600,36081000600,NA
505 E 180TH ST,005,2,37504,037504,36005037504,NA
813 CROWN STREET,047,3,349,034900,36047034900,NA
1126 EAST 100TH ST,047,3,1012,101200,36047101200,36047101200
1115 BROADWAY,081,4,81,008100,36081008100,36081008100
2296 BATHGATE AVENUE,005,2,385,038500,36005038500,36005038500
309 WEST 43 STREET,061,1,121,012100,36061012100,NA
3900 BAILEY AVENUE,005,2,279,027900,36005027900,36005027900
195 NAGLE AVENUE,061,1,299,029900,36061029900,36061029900
1194 NELSON AVE,005,2,199,019900,36005019900,36005019900
522 OCEAN AVENUE,047,3,51002,051002,36047051002,NA
954 UTICA AVENUE,047,3,860,086000,36047086000,36047086000
2035 EAST 16TH ST,047,3,580,058000,36047058000,36047058000
380 LENOX AVENUE,061,1,208,020800,36061020800,36061020800
2328 ARTHUR AVENUE,005,2,391,039100,36005039100,36005039100
4160 BOWNE STREET A/K/A 14246 SANFORD,081,4,857,085700,36081085700,36081085700
123 EAST 92ND STREET,047,3,882,088200,36047088200,36047088200
413 PENNSYLVANIA AVE,047,3,1156,115600,36047115600,36047115600
208212 STNICHOLAS AVENUE STORE 2,NA,1,NA,NA,NA,NA
1584 YORK AVENUE,061,1,136,013600,36061013600,NA
124 BEACH 59TH STREET,081,4,97202,097202,36081097202,NA
4016 CARPENTER AVENUE,005,2,408,040800,36005040800,36005040800
3175 GRAND CONCOURSE,005,2,411,041100,36005041100,36005041100
141 EAST 54TH STREET,047,3,866,086600,36047086600,36047086600
4022 98TH ST,081,4,409,040900,36081040900,NA
2280 GRAND AVEAKA 41 W 183 ST,005,2,253,025300,36005025300,36005025300
4585 PARK AVENUE,005,2,38302,038302,36005038302,NA
136 WEST 170 STREET,005,2,211,021100,36005021100,36005021100
301 W 154 ST AKA 2911 FREDERICK DOUGLAS BLVD,061,1,23502,023502,36061023502,NA
1441 53RD STREET,047,3,238,023800,36047023800,36047023800
626 TRINITY AVE,005,2,73,007300,36005007300,36005007300
14224 38TH AVENUE,081,4,865,086500,36081086500,36081086500
9876 QUEENS BLVD,081,4,71306,071306,36081071306,NA
730 GRAND CONCOURSE,005,2,5902,005902,36005005902,NA
1732 COLDEN AVENUE,005,2,252,025200,36005025200,36005025200
278 CALHOUN AVENUE,005,2,132,013200,36005013200,36005013200
2718A HARING STREET,047,3,598,059800,36047059800,36047059800
3371 DECATUR AVENUE,005,2,42902,042902,36005042902,NA
300302 W 38TH ST AKA 557 8TH AVE,061,1,111,011100,36061011100,36061011100
2 NORTH HENRY STREET,047,3,477,047700,36047047700,36047047700
7905 15TH AVENUE APT 2ND FLOOR,047,3,NA,018600,36047018600,NA
50 E 168TH ST,005,2,197,019700,36005019700,36005019700
1783 84TH STREET,047,3,276,027600,36047027600,36047027600
424 EAST 13TH STREET,061,1,34,003400,36061003400,36061003400
1901 GRAND CONCOURSE,005,2,23301,023301,36005023301,NA
3533 83RD STREET,081,4,281,028100,36081028100,36081028100
1000 ANDERSON AVENUE,005,2,189,018900,36005018900,36005018900
3599 BAINBRIDGE AVE,005,2,431,043100,36005043100,NA
910930 THIERIOT AVENUE,NA,2,42,NA,36005004200,36005004200
2979 MARION AVENUE,005,2,415,041500,36005041500,36005041500
4912 99TH STREET BASEMENT/GROUND FL,081,4,411,041100,36081041100,36081041100
11415 118TH STREET,081,4,102,010200,36081010200,36081010200
68 NEW LOTS AVENUE,047,3,920,092000,36047092000,36047092000
219 OVINGTON AVENUE 2ND FL,047,3,68,006800,36047006800,36047006800
119 WOODBINE STREET,047,3,417,041700,36047041700,36047041700
327 WEST 83RD STREET,061,1,171,017100,36061017100,36061017100
2366 WEBSTER AVENUE,005,2,38302,038302,36005038302,NA
867 TROY AVENUE,047,3,872,087200,36047087200,36047087200
850 EAST 164TH STREET,005,2,12901,012901,36005012901,NA
158 E 184TH STREET,005,2,23703,023703,36005023703,NA
14725 SANFORD AVE,081,4,1163,116300,36081116300,NA
720 LENOX AVENUE,061,1,236,021400,36061021400,36061023600
1401 ROCKAWAY PARKWA,047,3,NA,097400,36047097400,NA
17 PARK AVENUE,061,1,72,007200,36061007200,36061007200
3035 WALLACE AVE,005,2,338,033800,36005033800,NA
4529 42ND STREET,081,4,18102,018102,36081018102,NA
3000 OCEAN PARKWAY,047,3,35602,035602,36047035602,NA
3042 GRAND CONCOURSE,005,2,413,041300,36005041300,36005041300
14118 247TH ST,081,4,654,065400,36081065400,NA
775 EAGLE AVE,005,2,75,007500,36005007500,36005007500
151 AVENUE A,061,1,34,003400,36061003400,36061003400
2185 ADAM C POWELL JR BLVD,NA,1,224,NA,36061022400,36061022400
4321 BROADWAY AKA 701703 W 184TH ST,061,1,271,027100,36061027100,36061027100
235 FORT WASHINGTON AVE,061,1,255,025500,36061025500,36061025500
85 HILL STREET,047,3,1190,119000,36047119000,36047119000
226 AUTUMN AVENUE 2ND FL APT,047,3,NA,118400,36047118400,NA
14609 LAKEWOOD AVE,081,4,198,019800,36081019800,36081019800
8927 74TH AVENUE,081,4,637,063700,36081063700,36081063700
14518 34TH AVENUE,081,4,1159,115900,36081115900,36081115900
1525 WEST 11TH ST,047,3,430,043000,36047043000,36047043000
1527 METROPOLITAN AVENUE,005,2,21001,021001,36005021001,NA
1023 HAVEMEYER AVE,005,2,78,007800,36005007800,36005007800
721 WHITE PLAINS ROA D,005,2,16,001600,36005001600,36005001600
2490 TIEBOUT AVENUE,005,2,39902,039902,36005039902,NA
1460 STERLING PLACE,047,3,349,034900,36047034900,NA
334 EAST 112TH ST,061,1,180,018000,36061018000,36061018000
10312 116TH STREET,081,4,98,009800,36081009800,36081009800
2055 ANTHONY AVENUE,005,2,23502,023502,36005023502,NA
861 CLEVELAND STREET,047,3,1116,111600,36047111600,36047111600
3517 108TH STREET,081,4,381,038100,36081038100,36081038100
17620 90TH AVENUE BASEMENT,081,4,NA,046800,36081046800,NA
10508 JAMAICA AVE,081,4,12602,012602,36081012602,NA
4207 ELBERTSON ST,081,4,467,046700,36081046700,36081046700
311 EAST 111TH ST,061,1,180,018000,36061018000,36061018000
460 GRAND ST,061,1,12,001200,36061001200,36061001200
251 FORT WASHINGTON AVENUE,061,1,255,025500,36061025500,36061025500
115 WEST 143RD STREET,061,1,232,023200,36061023200,36061023200
1770 MAHAN AVENUE,005,2,26602,026602,36005026602,NA
5431 KINGS HIGHWAY AKA 54295435 KINGS,047,3,94401,094401,36047094401,NA
2339 PROSPECT AVENUE,005,2,393,039300,36005039300,36005039300
666 EAST 181ST ST APT 1A,005,2,373,037300,36005037300,36005037300
691 LINDEN BLVD,047,3,870,087000,36047087000,36047087000
802 SARATOGA AVENUE,047,3,894,089400,36047089400,36047089400
12906 OLD SOUTH ROAD,081,4,84602,084602,36081084602,NA
584 HINSDALE STREET,047,3,1132,113200,36047113200,36047113200
117 EAST 95TH STREET,047,3,884,088400,36047088400,36047088400
2027 125TH ST BASEMENT APT,081,4,NA,092500,36081092500,NA
2817 38 AVE,081,4,51,005100,36081005100,36081005100
4360 FURMAN AVE,005,2,434,043400,36005043400,36005043400
82 VICTORY BLVD,085,5,17,001700,36085001700,36085001700
213 E 188TH STREETSTORE,005,2,NA,023702,36005023702,NA
17217 JAMAICA AVE,081,4,462,046200,36081046200,36081046200
1655 POPHAM AVENUE,005,2,20501,020501,36005020501,NA
297 RENSSELAER AVE,085,5,17009,017009,36085017009,NA
361 MILLER AVENUE,047,3,1152,115200,36047115200,36047115200
9233 212TH PLACE SINGLE FAMILY HOUSE,081,4,NA,054200,36081054200,NA
9911 60TH AVENUE UNIT 6A,081,4,43702,043702,36081043702,NA
36 BEDFORD PARK BLVD,005,2,40701,040701,36005040701,NA
1801 YATES AVENUE,005,2,288,028800,36005028800,36005028800
172 WEST 124TH ST THE GROUND FLOOR STORE,061,1,NA,022200,36061022200,NA
2059 STRAYMOND AVE,005,2,21002,021002,36005021002,NA
580 VANDERBILT AVE,047,3,163,016300,36047016300,36047016300
1773 W 1ST STREET AK A 427 KINGS HIGHWAY,NA,3,412,NA,36047041200,36047041200
2758 HOLLAND AVENUE,005,2,338,033800,36005033800,NA
275 BLAKE AVENUE,047,3,912,091200,36047091200,36047091200
1605 FULTON AVENUE,005,2,167,016700,36005016700,36005016700
332 90TH STREET APT A1,NA,3,58,NA,36047005800,36047005800
894 EAST TREMONT AVEIN THE BUILDING KNOWN AS 8929EAST TREMONT AVE,NA,2,NA,NA,NA,NA
205 ALBANY AVENUE,047,3,343,034300,36047034300,36047034300
1134 ELDER AVENUE,005,2,5002,005002,36005005002,NA
321 BEACH 57TH STREET,081,4,97204,097204,36081097204,NA
1325 PACIFIC STREET,047,3,315,031500,36047031500,36047031500
460 MADISON STREET 1ST FLR APT AKA APT,047,3,NA,027700,36047027700,NA
228 TARGEE STREET REAR ENTRANCE,085,5,NA,002900,36085002900,NA
8315 98TH STREET,081,4,64101,064101,36081064101,NA
2767 MORRIS AVENUE,005,2,40303,040303,36005040303,NA
1591 FULTON AVENUE,005,2,167,016700,36005016700,36005016700
185 STMARKS PLACE,085,5,7,000700,36085000700,36085000700
558 WEST 181ST ST,061,1,269,026900,36061026900,36061026900
